tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,winner_rank,winner_rank_points,loser_rank,loser_rank_points
2023-709,Rome,Clay,96,PM,20230508,215,202429,,,Camila Giorgi,R,168.0,ITA,31.3,201551,,Q,Arantxa Rus,L,180.0,NED,32.3,4-6 6-2 6-3,3,R128,127.0,2.0,6.0,89.0,47.0,33.0,24.0,14.0,2.0,4.0,5.0,1.0,76.0,52.0,34.0,12.0,13.0,5.0,9.0,37.0,1214.0,107.0,606.0
2023-709,Rome,Clay,96,PM,20230508,212,203575,,,Danka Kovinic,R,169.0,MNE,28.4,214459,,,Lucia Bronzetti,R,,ITA,24.4,6-3 3-6 6-3,3,R128,136.0,5.0,7.0,79.0,41.0,25.0,13.0,14.0,3.0,10.0,0.0,4.0,87.0,63.0,32.0,7.0,13.0,6.0,14.0,69.0,818.0,98.0,681.0
2023-709,Rome,Clay,96,PM,20230508,211,201514,,,Sorana Cirstea,R,176.0,ROU,33.0,220465,,,Katie Volynets,R,,USA,21.3,2-6 6-3 6-4,3,R128,145.0,2.0,2.0,100.0,66.0,40.0,17.0,14.0,4.0,8.0,1.0,4.0,83.0,59.0,38.0,9.0,13.0,9.0,13.0,34.0,1293.0,102.0,643.0
2023-709,Rome,Clay,96,PM,20230508,208,211814,,,Julia Grabher,R,170.0,AUT,26.8,215572,,WC,Nuria Brancaccio,R,,ITA,22.8,6-4 3-6 6-2,3,R128,124.0,0.0,8.0,92.0,63.0,39.0,11.0,13.0,8.0,13.0,1.0,3.0,83.0,64.0,33.0,9.0,14.0,5.0,12.0,89.0,719.0,178.0,400.0
2023-709,Rome,Clay,96,PM,20230508,207,221354,,WC,Lisa Pigato,R,,ITA,19.8,221000,,WC,Diletta Cherubini,U,,ITA,20.9,7-5 2-6 6-3,3,R128,143.0,0.0,2.0,88.0,75.0,47.0,6.0,15.0,6.0,11.0,0.0,1.0,89.0,57.0,32.0,17.0,14.0,4.0,9.0,483.0,92.0,421.0,118.0
2023-709,Rome,Clay,96,PM,20230508,204,201709,,,Yulia Putintseva,R,163.0,KAZ,28.3,202600,,Q,Viktoriya Tomova,R,170.0,BUL,28.1,6-7(5) 7-6(3) 6-0,3,R128,179.0,2.0,1.0,119.0,93.0,53.0,14.0,15.0,9.0,14.0,0.0,3.0,118.0,84.0,43.0,14.0,15.0,10.0,18.0,51.0,1016.0,76.0,782.0
2023-709,Rome,Clay,96,PM,20230508,203,216083,,,Caty Mcnally,R,,USA,21.4,214919,,WC,Dalila Spiteri,U,,ITA,26.0,6-0 6-1,3,R128,60.0,1.0,5.0,39.0,30.0,24.0,3.0,6.0,1.0,1.0,0.0,0.0,54.0,34.0,15.0,8.0,7.0,9.0,15.0,62.0,884.0,508.0,85.0
2023-709,Rome,Clay,96,PM,20230508,200,220714,,,Elisabetta Cocciaretto,R,,ITA,22.2,201616,,,Lauren Davis,R,157.0,USA,29.5,6-3 6-0,3,R128,68.0,1.0,2.0,47.0,33.0,23.0,5.0,7.0,5.0,7.0,0.0,6.0,48.0,33.0,14.0,2.0,8.0,3.0,10.0,45.0,1081.0,53.0,1001.0
2023-709,Rome,Clay,96,PM,20230508,199,203463,,,Nuria Parrizas Diaz,R,167.0,ESP,31.8,215898,,,Jule Niemeier,R,178.0,GER,23.7,4-6 6-4 6-2,3,R128,148.0,0.0,0.0,101.0,76.0,39.0,15.0,14.0,9.0,15.0,1.0,5.0,79.0,46.0,29.0,10.0,14.0,2.0,10.0,80.0,755.0,74.0,794.0
2023-709,Rome,Clay,96,PM,20230508,196,214388,,Q,Anna Bondar,R,,HUN,25.9,213583,,,Tatjana Maria,R,172.0,GER,35.7,6-4 6-1,3,R128,72.0,2.0,0.0,54.0,35.0,24.0,10.0,8.0,7.0,8.0,2.0,2.0,50.0,25.0,13.0,11.0,9.0,1.0,6.0,93.0,692.0,63.0,865.0
2023-709,Rome,Clay,96,PM,20230508,195,201427,,,Alize Cornet,R,173.0,FRA,33.2,206124,,Q,Tereza Martincova,R,178.0,CZE,28.5,7-6(2) 6-4,3,R128,117.0,2.0,5.0,78.0,38.0,26.0,21.0,11.0,3.0,6.0,1.0,1.0,68.0,53.0,32.0,6.0,11.0,1.0,5.0,64.0,858.0,95.0,683.0
2023-709,Rome,Clay,96,PM,20230508,192,216016,,,Xiyu Wang,L,,CHN,22.1,214593,,WC,Lucrezia Stefanini,R,,ITA,24.9,7-6(2) 7-6(2),3,R128,147.0,3.0,9.0,87.0,45.0,24.0,23.0,12.0,6.0,12.0,0.0,7.0,101.0,66.0,32.0,15.0,12.0,13.0,19.0,75.0,790.0,105.0,612.0
2023-709,Rome,Clay,96,PM,20230508,191,203501,,Q,Taylor Townsend,L,170.0,USA,27.0,204434,,Q,Ysaline Bonaventure,L,178.0,BEL,28.6,4-6 6-1 7-5,3,R128,129.0,3.0,3.0,97.0,70.0,42.0,14.0,15.0,9.0,14.0,0.0,7.0,88.0,60.0,30.0,15.0,14.0,8.0,15.0,168.0,419.0,86.0,731.0
2023-709,Rome,Clay,96,PM,20230508,188,202536,,,Ana Bogdan,R,171.0,ROU,30.4,211702,,Q,Nao Hibino,R,163.0,JPN,28.4,7-5 6-0,3,R128,76.0,5.0,1.0,49.0,32.0,28.0,7.0,9.0,0.0,1.0,0.0,1.0,54.0,40.0,20.0,6.0,9.0,6.0,11.0,59.0,938.0,118.0,566.0
2023-709,Rome,Clay,96,PM,20230508,187,215785,,Q,Camila Osorio,R,162.0,COL,21.3,219875,,,Varvara Gracheva,R,,FRA,22.7,7-6(4) 1-6 7-6(4),3,R128,160.0,1.0,7.0,125.0,82.0,42.0,18.0,16.0,11.0,20.0,1.0,6.0,106.0,65.0,40.0,18.0,15.0,6.0,12.0,100.0,649.0,46.0,1079.0
2023-709,Rome,Clay,96,PM,20230508,184,222328,,,Linda Noskova,R,,CZE,18.4,201603,,,Shelby Rogers,R,175.0,USA,30.5,4-6 6-1 6-4,3,R128,127.0,7.0,3.0,86.0,55.0,41.0,14.0,14.0,3.0,5.0,3.0,7.0,83.0,48.0,34.0,16.0,13.0,6.0,10.0,54.0,997.0,33.0,1294.0
2023-709,Rome,Clay,96,PM,20230508,183,211817,,Q,Elena Gabriela Ruse,R,,ROU,25.5,222258,,,Linda Fruhvirtova,R,,CZE,18.0,6-1 6-0,3,R128,62.0,2.0,1.0,39.0,24.0,16.0,11.0,6.0,6.0,6.0,1.0,7.0,44.0,26.0,13.0,2.0,7.0,3.0,9.0,152.0,450.0,55.0,966.0
2023-709,Rome,Clay,96,PM,20230508,180,201585,,,Sloane Stephens,R,170.0,USA,30.1,206408,,,Nadia Podoroska,R,170.0,ARG,26.2,6-4 6-1,3,R128,82.0,0.0,1.0,39.0,26.0,25.0,5.0,8.0,1.0,2.0,2.0,2.0,54.0,38.0,23.0,4.0,9.0,5.0,10.0,36.0,1246.0,101.0,644.0
2023-709,Rome,Clay,96,PM,20230508,179,211684,,Q,Magdalena Frech,R,171.0,POL,25.3,222396,,WC,Matilde Paoletti,R,,ITA,20.1,4-6 6-2 7-5,3,R128,153.0,3.0,0.0,88.0,61.0,38.0,14.0,15.0,4.0,9.0,0.0,6.0,108.0,77.0,49.0,7.0,15.0,4.0,11.0,94.0,684.0,294.0,216.0
2023-709,Rome,Clay,96,PM,20230508,176,215020,,,Anna Blinkova,R,179.0,RUS,24.6,210886,,,Mayar Sherif,R,180.0,EGY,27.0,2-6 6-2 6-3,3,R128,117.0,5.0,2.0,78.0,47.0,27.0,19.0,13.0,4.0,8.0,3.0,3.0,69.0,46.0,21.0,15.0,12.0,5.0,10.0,73.0,801.0,43.0,1140.0
2023-709,Rome,Clay,96,PM,20230508,175,213550,,,Sofia Kenin,R,170.0,USA,24.4,213710,,,Cristina Bucsa,R,,ESP,25.3,6-3 6-7(8) 7-5,3,R128,182.0,1.0,6.0,120.0,81.0,53.0,20.0,16.0,5.0,9.0,3.0,10.0,149.0,94.0,52.0,27.0,17.0,14.0,21.0,134.0,504.0,66.0,830.0
2023-1005,Rabat,Clay,32,I,20230522,300,214459,,,Lucia Bronzetti,R,,ITA,24.4,211814,,,Julia Grabher,R,170.0,AUT,26.8,6-4 5-7 7-5,3,F,168.0,2.0,2.0,109.0,83.0,52.0,13.0,17.0,6.0,11.0,3.0,9.0,110.0,76.0,47.0,16.0,17.0,7.0,13.0,102.0,637.0,74.0,769.0
2023-1005,Rabat,Clay,32,I,20230522,299,211814,,,Julia Grabher,R,170.0,AUT,26.8,220699,,,Julia Riera,R,,ARG,20.9,6-1 3-6 7-6(6),3,SF,139.0,0.0,0.0,94.0,76.0,45.0,11.0,14.0,6.0,10.0,1.0,5.0,99.0,68.0,42.0,9.0,14.0,5.0,10.0,74.0,769.0,195.0,358.0
2023-1005,Rabat,Clay,32,I,20230522,298,214459,,,Lucia Bronzetti,R,,ITA,24.4,201585,2.0,,Sloane Stephens,R,170.0,USA,30.1,6-1 6-1,3,SF,61.0,3.0,0.0,43.0,31.0,23.0,7.0,7.0,0.0,0.0,0.0,2.0,45.0,35.0,16.0,3.0,7.0,1.0,6.0,102.0,637.0,35.0,1280.0
2023-1005,Rabat,Clay,32,I,20230522,297,211814,,,Julia Grabher,R,170.0,AUT,26.8,203354,1.0,,Martina Trevisan,L,160.0,ITA,29.5,6-3 RET,3,QF,40.0,1.0,1.0,33.0,23.0,15.0,6.0,5.0,2.0,3.0,0.0,1.0,19.0,8.0,6.0,3.0,4.0,0.0,2.0,74.0,769.0,26.0,1608.0
2023-1005,Rabat,Clay,32,I,20230522,296,220699,,,Julia Riera,R,,ARG,20.9,201709,6.0,,Yulia Putintseva,R,163.0,KAZ,28.3,5-7 6-4 6-2,3,QF,146.0,1.0,2.0,94.0,59.0,40.0,14.0,15.0,5.0,10.0,0.0,2.0,101.0,78.0,40.0,10.0,15.0,12.0,19.0,195.0,358.0,61.0,916.0
2023-1005,Rabat,Clay,32,I,20230522,295,214459,,,Lucia Bronzetti,R,,ITA,24.4,219917,4.0,,Alycia Parks,R,185.0,USA,22.3,6-2 6-0,3,QF,78.0,0.0,1.0,47.0,30.0,23.0,9.0,7.0,3.0,3.0,4.0,12.0,56.0,29.0,17.0,9.0,7.0,7.0,12.0,102.0,637.0,49.0,1049.0
2023-1005,Rabat,Clay,32,I,20230522,294,201585,2.0,,Sloane Stephens,R,170.0,USA,30.1,220548,,,Peyton Stearns,R,,USA,21.6,6-7(4) 6-3 7-6(6),3,QF,166.0,2.0,5.0,112.0,87.0,57.0,7.0,17.0,7.0,13.0,1.0,3.0,114.0,83.0,42.0,18.0,16.0,8.0,15.0,35.0,1280.0,69.0,806.0
2023-1005,Rabat,Clay,32,I,20230522,293,203354,1.0,,Martina Trevisan,L,160.0,ITA,29.5,213544,,Q,Jana Fett,R,168.0,CRO,26.5,7-5 7-5,3,R16,154.0,1.0,5.0,81.0,52.0,33.0,14.0,12.0,6.0,9.0,1.0,12.0,112.0,72.0,41.0,17.0,12.0,16.0,21.0,26.0,1608.0,266.0,257.0
2023-1005,Rabat,Clay,32,I,20230522,292,211814,,,Julia Grabher,R,170.0,AUT,26.8,201666,,,Cagla Buyukakcay,R,172.0,TUR,33.6,6-1 7-6(4),3,R16,108.0,0.0,5.0,63.0,44.0,34.0,6.0,10.0,2.0,4.0,1.0,3.0,79.0,62.0,34.0,6.0,9.0,5.0,9.0,74.0,769.0,263.0,261.0
2023-1005,Rabat,Clay,32,I,20230522,291,220699,,,Julia Riera,R,,ARG,20.9,210886,3.0,,Mayar Sherif,R,180.0,EGY,27.0,7-5 7-5,3,R16,150.0,3.0,2.0,108.0,66.0,39.0,24.0,12.0,15.0,18.0,0.0,0.0,83.0,62.0,36.0,8.0,12.0,7.0,12.0,195.0,358.0,55.0,973.0
2023-1005,Rabat,Clay,32,I,20230522,290,201709,6.0,,Yulia Putintseva,R,163.0,KAZ,28.3,206417,,,Leolia Jeanjean,R,,FRA,27.7,6-2 6-1,3,R16,74.0,0.0,1.0,52.0,30.0,22.0,12.0,7.0,3.0,4.0,0.0,6.0,49.0,32.0,14.0,5.0,8.0,2.0,8.0,61.0,916.0,129.0,539.0
2023-1005,Rabat,Clay,32,I,20230522,289,214459,,,Lucia Bronzetti,R,,ITA,24.4,213583,8.0,,Tatjana Maria,R,172.0,GER,35.7,6-7(1) 6-4 7-5,3,R16,174.0,2.0,1.0,113.0,71.0,46.0,20.0,17.0,5.0,10.0,6.0,2.0,109.0,53.0,31.0,27.0,17.0,5.0,12.0,102.0,637.0,64.0,855.0
2023-1005,Rabat,Clay,32,I,20230522,288,219917,4.0,,Alycia Parks,R,185.0,USA,22.3,215872,,,Kamilla Rakhimova,R,,RUS,21.7,6-4 6-1,3,R16,81.0,7.0,6.0,55.0,32.0,27.0,12.0,9.0,4.0,4.0,1.0,6.0,53.0,28.0,19.0,12.0,8.0,4.0,7.0,49.0,1049.0,85.0,735.0
2023-1005,Rabat,Clay,32,I,20230522,287,220548,,,Peyton Stearns,R,,USA,21.6,220367,5.0,,Leylah Fernandez,L,168.0,CAN,20.7,6-3 2-6 6-2,3,R16,122.0,1.0,3.0,80.0,51.0,31.0,13.0,13.0,4.0,9.0,0.0,8.0,82.0,50.0,28.0,14.0,12.0,4.0,10.0,69.0,806.0,51.0,1023.0
2023-1005,Rabat,Clay,32,I,20230522,286,201585,2.0,,Sloane Stephens,R,170.0,USA,30.1,201693,,,Timea Babos,R,179.0,HUN,30.0,6-3 6-1,3,R16,79.0,0.0,1.0,41.0,27.0,18.0,10.0,8.0,0.0,1.0,2.0,2.0,59.0,35.0,21.0,6.0,8.0,5.0,10.0,35.0,1280.0,237.0,290.0
2023-1005,Rabat,Clay,32,I,20230522,285,203354,1.0,,Martina Trevisan,L,160.0,ITA,29.5,203463,,,Nuria Parrizas Diaz,R,167.0,ESP,31.8,6-2 RET,3,R32,59.0,1.0,1.0,39.0,26.0,13.0,10.0,5.0,6.0,7.0,0.0,0.0,24.0,12.0,5.0,4.0,4.0,2.0,5.0,26.0,1608.0,93.0,679.0
2023-1005,Rabat,Clay,32,I,20230522,284,213544,,Q,Jana Fett,R,168.0,CRO,26.5,216367,,,Sada Nahimana,R,,BDI,22.0,6-0 6-4,3,R32,83.0,2.0,4.0,50.0,32.0,22.0,11.0,8.0,2.0,4.0,1.0,3.0,50.0,28.0,13.0,8.0,8.0,3.0,9.0,266.0,257.0,255.0,268.0
2023-1005,Rabat,Clay,32,I,20230522,283,211814,,,Julia Grabher,R,170.0,AUT,26.8,204434,,,Ysaline Bonaventure,L,178.0,BEL,28.7,6-7(3) 6-4 6-2,3,R32,144.0,1.0,9.0,109.0,66.0,42.0,19.0,15.0,8.0,13.0,3.0,7.0,100.0,63.0,34.0,16.0,15.0,7.0,15.0,74.0,769.0,81.0,746.0
2023-1005,Rabat,Clay,32,I,20230522,282,201666,,,Cagla Buyukakcay,R,172.0,TUR,33.6,222258,7.0,,Linda Fruhvirtova,R,,CZE,18.0,7-5 6-4,3,R32,153.0,0.0,1.0,71.0,55.0,30.0,6.0,11.0,3.0,9.0,0.0,7.0,100.0,60.0,33.0,12.0,11.0,12.0,20.0,263.0,261.0,56.0,963.0
2023-1005,Rabat,Clay,32,I,20230522,281,210886,3.0,,Mayar Sherif,R,180.0,EGY,27.0,203462,,,Kateryna Baindl,R,175.0,UKR,29.2,6-1 6-3,3,R32,93.0,3.0,0.0,46.0,32.0,26.0,7.0,8.0,1.0,1.0,0.0,2.0,69.0,59.0,31.0,4.0,8.0,6.0,10.0,55.0,973.0,80.0,748.0
2023-1005,Rabat,Clay,32,I,20230522,280,220699,,,Julia Riera,R,,ARG,20.9,201540,,,Kristina Mladenovic,R,184.0,FRA,30.0,6-3 6-0,3,R32,66.0,0.0,1.0,41.0,22.0,17.0,8.0,7.0,0.0,2.0,0.0,12.0,51.0,28.0,16.0,2.0,8.0,5.0,12.0,195.0,358.0,165.0,420.0
2023-1005,Rabat,Clay,32,I,20230522,279,206417,,,Leolia Jeanjean,R,,FRA,27.7,211342,,,Gabriela Lee,L,,ROU,27.7,7-6(4) 5-7 6-3,3,R32,178.0,2.0,6.0,111.0,69.0,42.0,18.0,17.0,7.0,15.0,1.0,5.0,121.0,81.0,45.0,19.0,16.0,9.0,17.0,129.0,539.0,376.0,142.0
2023-1005,Rabat,Clay,32,I,20230522,278,201709,6.0,,Yulia Putintseva,R,163.0,KAZ,28.3,223671,,WC,Aya El Aouni,U,,MAR,17.8,6-1 6-4,3,R32,90.0,1.0,2.0,79.0,63.0,41.0,5.0,8.0,8.0,9.0,2.0,6.0,57.0,29.0,15.0,11.0,9.0,4.0,9.0,61.0,916.0,1230.0,6.0
2023-1005,Rabat,Clay,32,I,20230522,277,213583,8.0,,Tatjana Maria,R,172.0,GER,35.7,236955,,Q,Tatiana Prozorova,U,,RUS,19.6,7-5 6-7(5) 6-0,3,R32,163.0,2.0,3.0,104.0,63.0,39.0,21.0,15.0,3.0,8.0,1.0,6.0,106.0,63.0,32.0,20.0,15.0,5.0,14.0,64.0,855.0,287.0,225.0
2023-1005,Rabat,Clay,32,I,20230522,276,214459,,,Lucia Bronzetti,R,,ITA,24.4,202490,,,Rebecca Peterson,R,173.0,SWE,27.7,6-4 7-6(4),3,R32,129.0,2.0,2.0,74.0,51.0,32.0,9.0,11.0,3.0,8.0,0.0,7.0,98.0,59.0,29.0,16.0,11.0,9.0,15.0,102.0,637.0,86.0,730.0
2023-1005,Rabat,Clay,32,I,20230522,275,215872,,,Kamilla Rakhimova,R,,RUS,21.7,259753,,WC,Malak El Allami,U,,MAR,16.8,6-3 6-3,3,R32,73.0,3.0,2.0,49.0,30.0,17.0,13.0,9.0,0.0,2.0,0.0,2.0,48.0,31.0,18.0,6.0,9.0,1.0,6.0,85.0,735.0,,
2023-1005,Rabat,Clay,32,I,20230522,274,219917,4.0,,Alycia Parks,R,185.0,USA,22.3,221073,,Q,Anastasia Tikhonova,R,,RUS,22.3,6-3 7-6(6),3,R32,109.0,8.0,6.0,71.0,31.0,20.0,22.0,11.0,2.0,6.0,0.0,3.0,72.0,43.0,25.0,11.0,10.0,4.0,9.0,49.0,1049.0,236.0,291.0
2023-1005,Rabat,Clay,32,I,20230522,273,220367,5.0,,Leylah Fernandez,L,168.0,CAN,20.7,214236,,LL,Angela Fita Boluda,U,,ESP,23.8,6-3 6-4,3,R32,85.0,1.0,5.0,60.0,38.0,29.0,9.0,10.0,1.0,3.0,2.0,1.0,52.0,37.0,24.0,5.0,9.0,4.0,8.0,51.0,1023.0,289.0,219.0
2023-1005,Rabat,Clay,32,I,20230522,272,220548,,,Peyton Stearns,R,,USA,21.6,215910,,,Panna Udvardy,R,170.0,HUN,24.6,6-1 6-1,3,R32,55.0,0.0,1.0,38.0,30.0,20.0,5.0,7.0,0.0,1.0,2.0,2.0,44.0,32.0,14.0,1.0,7.0,2.0,8.0,69.0,806.0,95.0,675.0
2023-1005,Rabat,Clay,32,I,20230522,271,201693,,,Timea Babos,R,179.0,HUN,30.0,202701,,,Irina Khromacheva,L,170.0,RUS,28.0,6-4 6-1,3,R32,80.0,4.0,2.0,49.0,32.0,22.0,9.0,8.0,4.0,6.0,1.0,5.0,53.0,26.0,12.0,12.0,9.0,4.0,10.0,237.0,290.0,297.0,199.0
2023-1005,Rabat,Clay,32,I,20230522,270,201585,2.0,,Sloane Stephens,R,170.0,USA,30.1,201329,,WC,Vera Zvonareva,R,172.0,RUS,38.7,7-5 6-4,3,R32,106.0,0.0,3.0,75.0,49.0,32.0,12.0,11.0,2.0,5.0,0.0,2.0,66.0,41.0,22.0,13.0,11.0,6.0,11.0,35.0,1280.0,1243.0,5.0
2023-406,Strasbourg,Clay,32,I,20230522,300,202494,,WC,Elina Svitolina,R,174.0,UKR,28.6,215020,,,Anna Blinkova,R,179.0,RUS,24.6,6-2 6-3,3,F,93.0,1.0,3.0,75.0,46.0,27.0,12.0,8.0,7.0,10.0,0.0,2.0,58.0,31.0,13.0,9.0,9.0,6.0,13.0,508.0,87.0,66.0,821.0
2023-406,Strasbourg,Clay,32,I,20230522,299,215020,,,Anna Blinkova,R,179.0,RUS,24.6,201616,7.0,,Lauren Davis,R,157.0,USA,29.6,6-2 6-2,3,SF,73.0,2.0,2.0,46.0,27.0,20.0,12.0,8.0,0.0,1.0,0.0,4.0,45.0,20.0,11.0,10.0,8.0,1.0,6.0,66.0,821.0,58.0,931.0
2023-406,Strasbourg,Clay,32,I,20230522,298,202494,,WC,Elina Svitolina,R,174.0,UKR,28.6,216262,,,Clara Burel,R,176.0,FRA,22.1,4-6 7-5 6-3,3,SF,140.0,1.0,3.0,93.0,63.0,41.0,11.0,15.0,10.0,16.0,3.0,10.0,112.0,59.0,34.0,23.0,16.0,8.0,16.0,508.0,87.0,122.0,566.0
2023-406,Strasbourg,Clay,32,I,20230522,297,201616,7.0,,Lauren Davis,R,157.0,USA,29.6,201499,,WC,Anastasia Pavlyuchenkova,R,177.0,RUS,31.8,1-6 7-6(2) 6-0,3,QF,154.0,5.0,2.0,82.0,52.0,34.0,12.0,12.0,5.0,9.0,0.0,1.0,106.0,66.0,34.0,22.0,13.0,13.0,18.0,58.0,931.0,424.0,119.0
2023-406,Strasbourg,Clay,32,I,20230522,296,215020,,,Anna Blinkova,R,179.0,RUS,24.6,215613,,,Emma Navarro,R,,USA,22.0,6-4 6-4,3,QF,100.0,5.0,5.0,69.0,48.0,33.0,8.0,10.0,8.0,11.0,1.0,5.0,73.0,41.0,28.0,9.0,10.0,7.0,12.0,66.0,821.0,82.0,745.0
2023-406,Strasbourg,Clay,32,I,20230522,295,216262,,,Clara Burel,R,176.0,FRA,22.1,211095,4.0,,Bernarda Pera,L,175.0,USA,28.4,6-2 3-6 6-4,3,QF,122.0,5.0,5.0,101.0,57.0,34.0,23.0,14.0,11.0,16.0,1.0,3.0,77.0,50.0,27.0,15.0,13.0,5.0,11.0,122.0,566.0,38.0,1237.0
2023-406,Strasbourg,Clay,32,I,20230522,294,202494,,WC,Elina Svitolina,R,174.0,UKR,28.6,219875,6.0,,Varvara Gracheva,R,,FRA,22.8,6-3 6-4,3,QF,82.0,2.0,0.0,51.0,31.0,25.0,12.0,9.0,0.0,1.0,0.0,2.0,57.0,32.0,18.0,13.0,10.0,1.0,5.0,508.0,87.0,44.0,1102.0
2023-406,Strasbourg,Clay,32,I,20230522,293,201499,,WC,Anastasia Pavlyuchenkova,R,177.0,RUS,31.8,202663,1.0,,Magda Linette,R,171.0,POL,31.2,6-3 6-2,3,R16,90.0,2.0,2.0,49.0,32.0,23.0,9.0,8.0,1.0,2.0,2.0,3.0,65.0,38.0,23.0,10.0,9.0,5.0,10.0,424.0,119.0,21.0,1825.0
2023-406,Strasbourg,Clay,32,I,20230522,292,201616,7.0,,Lauren Davis,R,157.0,USA,29.6,202600,,,Viktoriya Tomova,R,170.0,BUL,28.2,6-4 3-6 6-1,3,R16,122.0,1.0,3.0,78.0,52.0,39.0,12.0,13.0,3.0,5.0,2.0,4.0,83.0,52.0,29.0,19.0,13.0,4.0,8.0,58.0,931.0,71.0,797.0
2023-406,Strasbourg,Clay,32,I,20230522,291,215020,,,Anna Blinkova,R,179.0,RUS,24.6,204431,,,Anna Lena Friedsam,R,,GER,29.3,6-4 7-6(11),3,R16,128.0,4.0,6.0,85.0,56.0,37.0,11.0,11.0,3.0,6.0,1.0,4.0,82.0,50.0,28.0,13.0,11.0,4.0,8.0,66.0,821.0,92.0,680.0
2023-406,Strasbourg,Clay,32,I,20230522,290,215613,,,Emma Navarro,R,,USA,22.0,213525,8.0,,Jil Teichmann,L,170.0,SUI,25.8,2-6 6-3 6-2,3,R16,121.0,2.0,2.0,87.0,59.0,35.0,13.0,13.0,8.0,13.0,1.0,4.0,75.0,43.0,25.0,12.0,12.0,3.0,9.0,82.0,745.0,75.0,768.0
2023-406,Strasbourg,Clay,32,I,20230522,289,216262,,,Clara Burel,R,176.0,FRA,22.1,201466,,,Kaia Kanepi,R,181.0,EST,37.9,7-5 7-6(0),3,R16,114.0,1.0,3.0,70.0,39.0,29.0,15.0,12.0,2.0,5.0,1.0,3.0,84.0,53.0,33.0,13.0,12.0,7.0,11.0,122.0,566.0,76.0,768.0
2023-406,Strasbourg,Clay,32,I,20230522,288,211095,4.0,,Bernarda Pera,L,175.0,USA,28.4,214040,,,Kimberly Birrell,R,170.0,AUS,25.0,6-4 6-4,3,R16,98.0,4.0,8.0,58.0,36.0,22.0,8.0,10.0,2.0,6.0,1.0,3.0,71.0,51.0,27.0,7.0,10.0,11.0,17.0,38.0,1237.0,111.0,590.0
2023-406,Strasbourg,Clay,32,I,20230522,287,219875,6.0,,Varvara Gracheva,R,,FRA,22.8,221911,,,Selena Janicijevic,R,183.0,FRA,20.8,6-2 6-1,3,R16,71.0,0.0,0.0,44.0,30.0,23.0,8.0,7.0,0.0,0.0,1.0,1.0,53.0,29.0,19.0,6.0,8.0,5.0,10.0,44.0,1102.0,188.0,369.0
2023-406,Strasbourg,Clay,32,I,20230522,286,202494,,WC,Elina Svitolina,R,174.0,UKR,28.6,203562,,LL,Erin Routliffe,R,188.0,CAN,28.1,W/O,3,R16,0.0,,,,,,,,,,,,,,,,,,,508.0,87.0,858.0,23.0
2023-406,Strasbourg,Clay,32,I,20230522,285,202663,1.0,,Magda Linette,R,171.0,POL,31.2,213710,,,Cristina Bucsa,R,,ESP,25.3,4-6 6-2 6-2,3,R32,136.0,1.0,2.0,69.0,51.0,33.0,9.0,13.0,2.0,6.0,0.0,4.0,92.0,65.0,36.0,8.0,13.0,11.0,18.0,21.0,1825.0,67.0,820.0
2023-406,Strasbourg,Clay,32,I,20230522,284,201499,,WC,Anastasia Pavlyuchenkova,R,177.0,RUS,31.8,203236,,Q,Angelina Gabueva,U,,RUS,34.4,6-3 6-1,3,R32,58.0,8.0,0.0,38.0,23.0,18.0,12.0,8.0,0.0,1.0,0.0,2.0,50.0,37.0,18.0,5.0,8.0,6.0,11.0,424.0,119.0,1321.0,3.0
2023-406,Strasbourg,Clay,32,I,20230522,283,202600,,,Viktoriya Tomova,R,170.0,BUL,28.2,201427,,,Alize Cornet,R,173.0,FRA,33.3,3-6 6-4 7-5,3,R32,181.0,1.0,5.0,90.0,63.0,35.0,12.0,15.0,5.0,12.0,1.0,13.0,121.0,78.0,43.0,16.0,16.0,9.0,17.0,71.0,797.0,59.0,920.0
2023-406,Strasbourg,Clay,32,I,20230522,282,201616,7.0,,Lauren Davis,R,157.0,USA,29.6,225858,,Q,Sarah Iliev,U,,FRA,16.6,7-5 6-0,3,R32,86.0,1.0,3.0,62.0,35.0,20.0,16.0,9.0,2.0,4.0,0.0,2.0,53.0,30.0,16.0,6.0,9.0,3.0,9.0,58.0,931.0,686.0,45.0
2023-406,Strasbourg,Clay,32,I,20230522,281,204431,,,Anna Lena Friedsam,R,,GER,29.3,201533,3.0,,Shuai Zhang,R,177.0,CHN,34.3,6-0 6-0,3,R32,48.0,6.0,2.0,28.0,18.0,17.0,7.0,6.0,0.0,0.0,3.0,0.0,44.0,30.0,14.0,2.0,6.0,1.0,7.0,92.0,680.0,30.0,1355.0
