tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,winner_rank,winner_rank_points,loser_rank,loser_rank_points
2020-560,Us Open,Hard,128,G,20200831,115,201549,8,,Petra Martic,R,181.0,CRO,29.6,206124,,,Tereza Martincova,R,178.0,CZE,25.8,5-7 6-2 6-4,3,R128,148.0,5.0,4.0,94.0,46.0,36.0,25.0,15.0,6.0,9.0,1.0,2.0,117.0,85.0,49.0,15.0,15.0,16.0,21.0,15.0,2850.0,136.0,488.0
2020-560,Us Open,Hard,128,G,20200831,116,211768,4,,Naomi Osaka,R,180.0,JPN,22.8,201595,,,Misaki Doi,L,159.0,JPN,29.3,6-2 5-7 6-2,3,R128,123.0,6.0,1.0,91.0,46.0,35.0,24.0,14.0,6.0,8.0,1.0,4.0,85.0,56.0,31.0,17.0,14.0,6.0,11.0,9.0,4020.0,81.0,818.0
2020-560,Us Open,Hard,128,G,20200831,117,202429,,,Camila Giorgi,R,168.0,ITA,28.6,202421,,,Alison Van Uytvanck,R,173.0,BEL,26.4,2-6 6-1 7-5,3,R128,112.0,0.0,10.0,83.0,41.0,25.0,22.0,14.0,4.0,9.0,5.0,5.0,89.0,49.0,24.0,22.0,13.0,6.0,12.0,74.0,870.0,60.0,1035.0
2020-560,Us Open,Hard,128,G,20200831,118,216146,,,Marta Kostyuk,R,175.0,UKR,18.1,214082,,,Daria Kasatkina,R,170.0,RUS,23.3,6-1 6-2,3,R128,59.0,2.0,3.0,51.0,34.0,25.0,7.0,8.0,2.0,4.0,0.0,5.0,42.0,24.0,10.0,4.0,7.0,2.0,8.0,137.0,477.0,70.0,905.0
2020-560,Us Open,Hard,128,G,20200831,119,201545,31,,Anastasija Sevastova,R,169.0,LAT,30.3,221103,,,Coco Gauff,R,175.0,USA,16.4,6-3 5-7 6-4,3,R128,122.0,5.0,3.0,86.0,56.0,40.0,13.0,16.0,3.0,8.0,3.0,13.0,99.0,60.0,42.0,14.0,16.0,6.0,13.0,45.0,1288.0,51.0,1174.0
2020-560,Us Open,Hard,128,G,20200831,120,202663,24,,Magda Linette,R,171.0,POL,28.5,213666,,,Maddison Inglis,R,171.0,AUS,22.6,6-1 4-6 6-4,3,R128,128.0,4.0,6.0,73.0,44.0,33.0,14.0,14.0,1.0,4.0,1.0,3.0,94.0,66.0,39.0,11.0,13.0,10.0,15.0,37.0,1482.0,119.0,586.0
2020-560,Us Open,Hard,128,G,20200831,121,203575,,,Danka Kovinic,R,169.0,MNE,25.7,211878,,,Lizette Cabrera,R,167.0,AUS,22.6,6-4 3-6 6-2,3,R128,130.0,5.0,6.0,92.0,55.0,39.0,18.0,13.0,4.0,7.0,2.0,1.0,73.0,42.0,28.0,16.0,14.0,1.0,6.0,92.0,714.0,127.0,528.0
2020-560,Us Open,Hard,128,G,20200831,122,215219,,,Kaja Juvan,R,170.0,SLO,19.7,213672,,,Usue Maitane Arconada,R,165.0,USA,21.8,6-4 7-6(2),3,R128,114.0,3.0,2.0,116.0,72.0,47.0,14.0,12.0,11.0,16.0,0.0,5.0,75.0,54.0,26.0,8.0,11.0,6.0,12.0,113.0,613.0,140.0,467.0
2020-560,Us Open,Hard,128,G,20200831,123,204426,14,,Anett Kontaveit,R,174.0,EST,24.6,203389,,,Danielle Collins,R,178.0,USA,26.7,5-7 6-2 6-2,3,R128,127.0,4.0,2.0,82.0,46.0,36.0,20.0,14.0,2.0,4.0,9.0,3.0,90.0,54.0,35.0,16.0,14.0,3.0,8.0,21.0,2220.0,55.0,1115.0
2020-560,Us Open,Hard,128,G,20200831,124,214981,11,,Elena Rybakina,R,184.0,KAZ,21.2,215290,,,Katarina Zavatska,R,173.0,UKR,20.5,6-3 6-0,3,R128,67.0,4.0,2.0,45.0,28.0,22.0,11.0,8.0,0.0,0.0,1.0,5.0,60.0,30.0,16.0,13.0,7.0,8.0,12.0,17.0,2471.0,108.0,631.0
2020-560,Us Open,Hard,128,G,20200831,125,201603,,,Shelby Rogers,R,175.0,USA,27.8,202701,,,Irina Khromacheva,L,170.0,RUS,25.3,6-2 6-2,3,R128,55.0,6.0,0.0,41.0,28.0,24.0,10.0,8.0,0.0,0.0,3.0,2.0,45.0,33.0,15.0,6.0,8.0,2.0,6.0,93.0,713.0,674.0,40.0
2020-560,Us Open,Hard,128,G,20200831,126,201483,,,Madison Brengle,R,168.0,USA,30.4,201613,,,Arina Rodionova,R,168.0,AUS,30.7,6-2 6-2,3,R128,59.0,0.0,0.0,51.0,35.0,20.0,8.0,8.0,3.0,6.0,0.0,9.0,52.0,32.0,13.0,4.0,8.0,4.0,11.0,84.0,786.0,154.0,417.0
2020-560,Us Open,Hard,128,G,20200831,127,215035,19,,Dayana Yastremska,R,175.0,UKR,20.2,206292,,,Astra Sharma,R,178.0,AUS,24.9,6-3 6-7(4) 7-6(2),3,R128,146.0,5.0,8.0,110.0,71.0,51.0,23.0,19.0,2.0,4.0,3.0,3.0,109.0,80.0,55.0,14.0,16.0,5.0,8.0,25.0,1880.0,126.0,529.0
2020-560,Us Open,Hard,128,G,20200831,128,201465,,,Kirsten Flipkens,R,165.0,BEL,34.6,202490,32,,Rebecca Peterson,R,173.0,SWE,25.0,7-6(1) 6-4,3,R128,122.0,2.0,0.0,90.0,61.0,40.0,18.0,12.0,12.0,13.0,0.0,2.0,73.0,50.0,33.0,10.0,11.0,8.0,10.0,72.0,878.0,48.0,1225.0
2020-560,Us Open,Hard,128,G,20200831,129,202468,,,Jessica Pegula,R,170.0,USA,26.5,213631,,,Marie Bouzkova,R,180.0,CZE,22.1,3-6 6-2 7-6(3),3,R128,169.0,4.0,2.0,124.0,76.0,45.0,24.0,16.0,12.0,18.0,1.0,4.0,91.0,60.0,34.0,13.0,14.0,2.0,8.0,63.0,983.0,46.0,1274.0
2020-560,Us Open,Hard,128,G,20200831,130,203462,,,Kateryna Baindl,R,175.0,UKR,26.5,215992,,,Whitney Osuigwe,R,168.0,USA,18.3,6-3 7-5,3,R128,93.0,3.0,5.0,69.0,45.0,31.0,9.0,10.0,6.0,9.0,1.0,3.0,71.0,41.0,19.0,15.0,11.0,3.0,9.0,99.0,658.0,143.0,447.0
2020-560,Us Open,Hard,128,G,20200831,131,201520,6,,Petra Kvitova,L,183.0,CZE,30.4,201593,,,Irina Camelia Begu,R,181.0,ROU,30.0,6-3 6-2,3,R128,63.0,2.0,1.0,51.0,38.0,29.0,7.0,9.0,0.0,1.0,0.0,2.0,42.0,32.0,18.0,4.0,8.0,1.0,5.0,12.0,3566.0,73.0,872.0
2020-560,Us Open,Hard,128,G,20200831,132,201619,7,,Madison Keys,R,178.0,USA,25.5,201693,,,Timea Babos,R,179.0,HUN,27.3,6-1 6-1,3,R128,55.0,4.0,3.0,37.0,26.0,24.0,5.0,7.0,0.0,0.0,0.0,3.0,48.0,30.0,14.0,8.0,7.0,5.0,10.0,14.0,2962.0,101.0,650.0
2020-560,Us Open,Hard,128,G,20200831,133,211901,,,Aliona Bolsova,R,172.0,MDA,22.8,213525,,,Jil Teichmann,L,170.0,SUI,23.1,7-6(3) 6-2,3,R128,102.0,9.0,0.0,88.0,56.0,39.0,16.0,11.0,8.0,9.0,3.0,4.0,70.0,44.0,29.0,12.0,10.0,9.0,12.0,103.0,645.0,52.0,1164.0
2020-560,Us Open,Hard,128,G,20200831,134,201427,,,Alize Cornet,R,173.0,FRA,30.6,201616,,,Lauren Davis,R,157.0,USA,26.8,6-3 1-6 6-0,3,R128,104.0,1.0,4.0,57.0,36.0,27.0,11.0,11.0,4.0,7.0,0.0,1.0,79.0,53.0,29.0,11.0,11.0,7.0,12.0,56.0,1060.0,65.0,967.0
2020-560,Us Open,Hard,128,G,20200831,135,204434,,,Ysaline Bonaventure,L,178.0,BEL,26.0,201533,25,,Shuai Zhang,R,177.0,CHN,31.6,4-6 6-3 6-2,3,R128,106.0,6.0,11.0,95.0,61.0,41.0,11.0,13.0,14.0,18.0,3.0,3.0,91.0,61.0,35.0,12.0,14.0,3.0,10.0,121.0,574.0,38.0,1475.0
2020-560,Us Open,Hard,128,G,20200831,136,202499,18,,Donna Vekic,R,179.0,CRO,24.1,201697,,,Kristyna Pliskova,L,184.0,CZE,28.4,3-6 7-6(6) 6-4,3,R128,124.0,6.0,3.0,82.0,47.0,35.0,21.0,15.0,2.0,5.0,15.0,7.0,116.0,68.0,49.0,22.0,17.0,5.0,8.0,24.0,1880.0,66.0,960.0
2020-560,Us Open,Hard,128,G,20200831,137,206255,,,Patricia Maria Tig,R,,ROU,26.0,201597,,,Kurumi Nara,R,155.0,JPN,28.6,6-1 6-0,3,R128,58.0,1.0,1.0,36.0,21.0,16.0,9.0,6.0,0.0,0.0,0.0,3.0,45.0,34.0,15.0,1.0,7.0,4.0,10.0,88.0,759.0,142.0,449.0
2020-560,Us Open,Hard,128,G,20200831,138,201450,,,Tsvetana Pironkova,R,180.0,BUL,32.9,214643,,,Liudmila Samsonova,R,180.0,RUS,21.8,6-2 6-3,3,R128,80.0,3.0,0.0,63.0,38.0,28.0,12.0,9.0,2.0,3.0,4.0,5.0,58.0,38.0,20.0,8.0,8.0,3.0,7.0,,,120.0,576.0
2020-560,Us Open,Hard,128,G,20200831,139,202469,10,,Garbine Muguruza,R,182.0,ESP,26.8,211702,,,Nao Hibino,R,163.0,JPN,25.7,6-4 6-4,3,R128,90.0,1.0,4.0,59.0,29.0,24.0,16.0,10.0,3.0,4.0,2.0,3.0,68.0,47.0,27.0,12.0,10.0,3.0,6.0,16.0,2711.0,78.0,838.0
2020-560,Us Open,Hard,128,G,20200831,140,206289,15,,Maria Sakkari,R,172.0,GRE,25.1,201527,,,Stefanie Voegele,R,170.0,SUI,30.4,6-3 3-6 7-5,3,R128,125.0,6.0,7.0,93.0,60.0,41.0,19.0,15.0,5.0,8.0,2.0,1.0,91.0,52.0,33.0,21.0,15.0,1.0,5.0,22.0,2130.0,114.0,612.0
2020-560,Us Open,Hard,128,G,20200831,141,211095,,,Bernarda Pera,L,175.0,USA,25.7,201610,,,Zarina Diyas,R,172.0,KAZ,26.8,7-6(4) 6-0,3,R128,105.0,3.0,5.0,88.0,59.0,39.0,8.0,10.0,7.0,11.0,1.0,1.0,83.0,66.0,32.0,5.0,9.0,8.0,15.0,61.0,1015.0,69.0,918.0
2020-560,Us Open,Hard,128,G,20200831,142,221512,,,Katrina Scott,R,180.0,USA,16.2,212001,,,Natalia Vikhlyantseva,R,185.0,RUS,23.5,7-6(3) 6-2,3,R128,103.0,6.0,3.0,78.0,43.0,29.0,18.0,10.0,6.0,8.0,1.0,8.0,71.0,42.0,26.0,14.0,11.0,4.0,8.0,637.0,46.0,131.0,519.0
2020-560,Us Open,Hard,128,G,20200831,143,216153,22,,Amanda Anisimova,R,180.0,USA,19.0,202600,,,Viktoriya Tomova,R,170.0,BUL,25.5,7-5 7-5,3,R128,87.0,2.0,0.0,65.0,36.0,25.0,14.0,12.0,1.0,5.0,2.0,3.0,82.0,49.0,23.0,14.0,12.0,4.0,10.0,28.0,1775.0,133.0,505.0
2020-560,Us Open,Hard,128,G,20200831,144,201585,26,,Sloane Stephens,R,170.0,USA,27.4,202596,,,Mihaela Buzarnescu,L,175.0,ROU,32.3,6-3 6-3,3,R128,76.0,2.0,1.0,58.0,43.0,30.0,7.0,9.0,3.0,5.0,3.0,7.0,61.0,42.0,24.0,6.0,9.0,5.0,10.0,39.0,1453.0,122.0,558.0
2020-560,Us Open,Hard,128,G,20200831,145,201501,,,Olga Govortsova,R,182.0,BLR,32.0,201534,,,Asia Muhammad,R,178.0,USA,29.4,6-1 6-2,3,R128,64.0,1.0,1.0,44.0,36.0,29.0,5.0,0.0,2.0,2.0,1.0,3.0,53.0,24.0,14.0,11.0,0.0,3.0,7.0,130.0,520.0,194.0,323.0
2020-560,Us Open,Hard,128,G,20200831,146,202506,,,Margarita Gasparyan,R,183.0,RUS,25.9,201620,,,Monica Puig,R,170.0,PUR,26.9,6-3 6-7(0) 6-0,3,R128,138.0,7.0,9.0,104.0,64.0,42.0,15.0,15.0,3.0,7.0,2.0,7.0,92.0,59.0,32.0,12.0,13.0,6.0,14.0,117.0,601.0,91.0,722.0
2020-560,Us Open,Hard,128,G,20200831,147,200033,3,,Serena Williams,R,175.0,USA,38.9,201529,,,Kristie Ahn,R,165.0,USA,28.2,7-5 6-3,3,R128,81.0,13.0,3.0,63.0,39.0,33.0,9.0,11.0,1.0,3.0,2.0,6.0,60.0,34.0,19.0,13.0,10.0,2.0,6.0,8.0,4080.0,96.0,698.0
2020-560,Us Open,Hard,128,G,20200831,148,214544,5,,Aryna Sabalenka,R,182.0,BLR,22.3,206219,,,Oceane Dodin,R,,FRA,23.8,7-6(1) 6-4,3,R128,90.0,11.0,5.0,60.0,35.0,33.0,13.0,12.0,1.0,2.0,4.0,10.0,81.0,42.0,31.0,17.0,11.0,5.0,7.0,11.0,3615.0,115.0,611.0
2020-560,Us Open,Hard,128,G,20200831,149,201458,,,Victoria Azarenka,R,180.0,BLR,31.0,202482,,,Barbara Haas,R,165.0,AUT,24.4,6-1 6-2,3,R128,59.0,3.0,0.0,43.0,34.0,26.0,7.0,8.0,0.0,0.0,2.0,3.0,43.0,28.0,18.0,2.0,7.0,4.0,8.0,27.0,1832.0,139.0,469.0
2020-560,Us Open,Hard,128,G,20200831,150,203500,,,Sachia Vickery,R,162.0,USA,25.3,203501,,,Taylor Townsend,L,170.0,USA,24.3,6-2 6-4,3,R128,81.0,0.0,0.0,54.0,36.0,25.0,11.0,0.0,0.0,1.0,2.0,2.0,70.0,48.0,27.0,8.0,0.0,8.0,12.0,160.0,399.0,79.0,836.0
2020-560,Us Open,Hard,128,G,20200831,151,216347,,,Iga Swiatek,R,176.0,POL,19.2,206368,29,,Veronika Kudermetova,R,175.0,RUS,23.3,6-3 6-3,3,R128,92.0,1.0,2.0,70.0,38.0,21.0,19.0,9.0,8.0,10.0,4.0,2.0,57.0,38.0,21.0,7.0,9.0,4.0,9.0,53.0,1139.0,42.0,1388.0
2020-560,Us Open,Hard,128,G,20200831,152,214096,20,,Karolina Muchova,R,178.0,CZE,24.0,200748,,,Venus Williams,R,185.0,USA,40.2,6-3 7-5,3,R128,109.0,8.0,4.0,70.0,44.0,31.0,13.0,10.0,6.0,8.0,1.0,3.0,76.0,46.0,26.0,15.0,11.0,10.0,15.0,26.0,1872.0,67.0,929.0
2020-560,Us Open,Hard,128,G,20200831,153,214939,,,Anna Kalinskaya,R,175.0,RUS,21.7,211411,,,Nina Stojanovic,R,176.0,SRB,24.0,6-4 6-3,3,R128,80.0,4.0,1.0,74.0,55.0,38.0,10.0,10.0,5.0,6.0,3.0,3.0,49.0,23.0,16.0,15.0,9.0,1.0,4.0,110.0,625.0,86.0,761.0
2020-560,Us Open,Hard,128,G,20200831,154,201514,,,Sorana Cirstea,R,176.0,ROU,30.4,201539,,,Christina Mchale,R,170.0,USA,28.3,6-4 7-5,3,R128,96.0,1.0,2.0,69.0,45.0,31.0,10.0,11.0,6.0,9.0,2.0,3.0,62.0,37.0,24.0,9.0,11.0,1.0,6.0,77.0,839.0,75.0,857.0
2020-560,Us Open,Hard,128,G,20200831,155,202427,9,,Johanna Konta,R,180.0,GBR,29.2,201586,,,Heather Watson,R,170.0,GBR,28.2,7-6(7) 6-1,3,R128,108.0,11.0,1.0,61.0,41.0,33.0,13.0,10.0,2.0,3.0,12.0,4.0,90.0,52.0,39.0,12.0,10.0,6.0,9.0,13.0,3152.0,54.0,1122.0
2020-560,Us Open,Hard,128,G,20200831,156,210722,16,,Elise Mertens,R,179.0,BEL,24.7,201696,,,Laura Siegemund,R,168.0,GER,32.4,6-2 6-2,3,R128,87.0,3.0,2.0,71.0,43.0,30.0,14.0,8.0,9.0,9.0,0.0,4.0,43.0,30.0,17.0,5.0,8.0,0.0,4.0,18.0,2360.0,64.0,971.0
2020-560,Us Open,Hard,128,G,20200831,157,204427,,,Sara Sorribes Tormo,R,176.0,ESP,23.8,214906,,,Claire Liu,R,170.0,USA,20.2,6-2 6-4,3,R128,106.0,1.0,5.0,63.0,40.0,25.0,10.0,9.0,4.0,7.0,0.0,0.0,68.0,47.0,24.0,7.0,9.0,10.0,16.0,82.0,798.0,238.0,253.0
2020-560,Us Open,Hard,128,G,20200831,158,216083,,,Caty Mcnally,R,,USA,18.7,214149,,,Viktoria Hruncakova,R,,SVK,22.3,6-4 6-1,3,R128,62.0,0.0,2.0,41.0,31.0,24.0,6.0,8.0,2.0,3.0,2.0,3.0,48.0,27.0,16.0,8.0,9.0,2.0,7.0,124.0,544.0,85.0,775.0
2020-560,Us Open,Hard,128,G,20200831,159,206420,21,,Ekaterina Alexandrova,R,175.0,RUS,25.7,200079,,,Kim Clijsters,R,175.0,BEL,37.2,3-6 7-5 6-1,3,R128,106.0,6.0,8.0,110.0,64.0,45.0,21.0,14.0,12.0,15.0,4.0,6.0,84.0,61.0,38.0,12.0,14.0,5.0,10.0,29.0,1775.0,,
2020-560,Us Open,Hard,128,G,20200831,160,202460,27,,Ons Jabeur,R,167.0,TUN,26.0,203514,,,Katarzyna Kawa,R,178.0,POL,27.7,6-2 7-6(6),3,R128,89.0,1.0,6.0,81.0,38.0,22.0,23.0,10.0,9.0,13.0,1.0,8.0,67.0,41.0,22.0,10.0,11.0,3.0,9.0,31.0,1573.0,125.0,531.0
2020-560,Us Open,Hard,128,G,20200831,161,201466,,,Kaia Kanepi,R,181.0,EST,35.2,211701,,,Katerina Siniakova,R,174.0,CZE,24.3,6-1 6-2,3,R128,68.0,5.0,2.0,55.0,37.0,26.0,8.0,8.0,0.0,2.0,0.0,2.0,45.0,30.0,10.0,5.0,7.0,8.0,14.0,100.0,656.0,57.0,1045.0
2020-560,Us Open,Hard,128,G,20200831,162,220367,,,Leylah Fernandez,L,168.0,CAN,17.9,201329,,,Vera Zvonareva,R,172.0,RUS,35.9,6-4 7-5,3,R128,103.0,1.0,4.0,65.0,39.0,27.0,18.0,11.0,1.0,2.0,1.0,2.0,80.0,48.0,35.0,13.0,11.0,9.0,12.0,104.0,645.0,178.0,351.0
2020-560,Us Open,Hard,128,G,20200831,163,213550,2,,Sofia Kenin,R,170.0,USA,21.7,201518,,,Yanina Wickmayer,R,182.0,BEL,30.8,6-2 6-2,3,R128,68.0,5.0,1.0,59.0,47.0,33.0,7.0,8.0,5.0,5.0,5.0,3.0,49.0,23.0,16.0,11.0,8.0,0.0,4.0,4.0,4590.0,146.0,435.0
2020-560,Us Open,Hard,128,G,20200831,164,201614,,,Caroline Garcia,R,177.0,FRA,26.8,201662,1,,Karolina Pliskova,R,184.0,CZE,28.4,6-1 7-6(2),3,R64,93.0,3.0,4.0,74.0,41.0,26.0,20.0,10.0,5.0,6.0,3.0,3.0,60.0,39.0,24.0,9.0,10.0,1.0,4.0,50.0,1205.0,3.0,5205.0
2020-560,Us Open,Hard,128,G,20200831,165,206108,28,,Jennifer Brady,R,178.0,USA,25.3,214263,,,Catherine Cartan Bellis,R,,USA,21.3,6-1 6-2,3,R64,51.0,4.0,0.0,49.0,27.0,20.0,11.0,8.0,3.0,5.0,0.0,4.0,42.0,20.0,9.0,5.0,7.0,8.0,14.0,41.0,1395.0,188.0,330.0
2020-560,Us Open,Hard,128,G,20200831,166,201493,17,,Angelique Kerber,L,173.0,GER,32.6,204431,,,Anna Lena Friedsam,R,,GER,26.5,6-3 7-6(6),3,R64,100.0,1.0,1.0,77.0,60.0,40.0,10.0,12.0,5.0,7.0,2.0,2.0,66.0,50.0,35.0,7.0,10.0,1.0,4.0,23.0,2040.0,109.0,629.0
2020-560,Us Open,Hard,128,G,20200831,167,215983,,,Ann Li,R,170.0,USA,20.1,201590,13,,Alison Riske Amritraj,R,173.0,USA,30.1,6-0 6-3,3,R64,75.0,2.0,1.0,48.0,22.0,15.0,15.0,8.0,0.0,1.0,3.0,5.0,68.0,49.0,25.0,5.0,7.0,7.0,12.0,128.0,526.0,20.0,2256.0
2020-560,Us Open,Hard,128,G,20200831,168,205925,,,Aliaksandra Sasnovich,R,174.0,BLR,26.4,214954,12,,Marketa Vondrousova,L,173.0,CZE,21.1,6-1 6-2,3,R64,65.0,0.0,5.0,59.0,42.0,32.0,8.0,8.0,6.0,6.0,1.0,3.0,42.0,28.0,17.0,3.0,7.0,4.0,8.0,106.0,638.0,19.0,2308.0
2020-560,Us Open,Hard,128,G,20200831,169,201709,23,,Yulia Putintseva,R,163.0,KAZ,25.6,214304,,,Vera Lapko,R,184.0,BLR,21.9,6-3 6-3,3,R64,74.0,0.0,0.0,50.0,34.0,20.0,10.0,9.0,2.0,5.0,1.0,6.0,52.0,28.0,16.0,6.0,9.0,5.0,11.0,35.0,1525.0,351.0,137.0
2020-560,Us Open,Hard,128,G,20200831,170,219875,,,Varvara Gracheva,R,,FRA,20.0,201540,30,,Kristina Mladenovic,R,184.0,FRA,27.2,1-6 7-6(2) 6-0,3,R64,133.0,1.0,1.0,92.0,67.0,38.0,13.0,13.0,8.0,13.0,3.0,8.0,86.0,38.0,26.0,18.0,13.0,6.0,11.0,102.0,646.0,44.0,1335.0
2020-560,Us Open,Hard,128,G,20200831,171,201549,8,,Petra Martic,R,181.0,CRO,29.6,201435,,,Kateryna Bondarenko,R,175.0,UKR,34.0,6-3 6-4,3,R64,82.0,8.0,2.0,61.0,39.0,29.0,12.0,9.0,7.0,8.0,1.0,3.0,92.0,66.0,40.0,9.0,10.0,12.0,16.0,15.0,2850.0,349.0,141.0
2020-560,Us Open,Hard,128,G,20200831,172,211768,4,,Naomi Osaka,R,180.0,JPN,22.8,202429,,,Camila Giorgi,R,168.0,ITA,28.6,6-1 6-2,3,R64,70.0,4.0,2.0,52.0,33.0,26.0,10.0,8.0,2.0,2.0,2.0,4.0,50.0,31.0,16.0,8.0,7.0,3.0,7.0,9.0,4020.0,74.0,870.0
2020-560,Us Open,Hard,128,G,20200831,173,216146,,,Marta Kostyuk,R,175.0,UKR,18.1,201545,31,,Anastasija Sevastova,R,169.0,LAT,30.3,6-3 7-6(5),3,R64,81.0,7.0,3.0,61.0,37.0,31.0,17.0,11.0,2.0,2.0,1.0,2.0,80.0,49.0,32.0,16.0,11.0,8.0,9.0,137.0,477.0,45.0,1288.0
2020-560,Us Open,Hard,128,G,20200831,174,202663,24,,Magda Linette,R,171.0,POL,28.5,203575,,,Danka Kovinic,R,169.0,MNE,25.7,6-1 6-7(2) 7-6(4),3,R64,174.0,5.0,9.0,117.0,73.0,57.0,21.0,1.0,4.0,5.0,11.0,6.0,114.0,64.0,46.0,24.0,0.0,3.0,6.0,37.0,1482.0,92.0,714.0
2020-560,Us Open,Hard,128,G,20200831,175,204426,14,,Anett Kontaveit,R,174.0,EST,24.6,215219,,,Kaja Juvan,R,170.0,SLO,19.7,6-4 6-1,3,R64,73.0,3.0,2.0,56.0,38.0,25.0,8.0,9.0,3.0,6.0,5.0,2.0,62.0,40.0,19.0,7.0,8.0,7.0,13.0,21.0,2220.0,113.0,613.0
2020-560,Us Open,Hard,128,G,20200831,176,201603,,,Shelby Rogers,R,175.0,USA,27.8,214981,11,,Elena Rybakina,R,184.0,KAZ,21.2,7-5 6-1,3,R64,87.0,2.0,3.0,65.0,45.0,32.0,12.0,10.0,3.0,4.0,2.0,3.0,61.0,33.0,22.0,10.0,9.0,4.0,8.0,93.0,713.0,17.0,2471.0
2020-560,Us Open,Hard,128,G,20200831,177,201483,,,Madison Brengle,R,168.0,USA,30.4,215035,19,,Dayana Yastremska,R,175.0,UKR,20.2,6-2 6-3,3,R64,75.0,0.0,3.0,66.0,52.0,30.0,7.0,9.0,5.0,8.0,0.0,5.0,47.0,27.0,12.0,5.0,8.0,4.0,10.0,84.0,786.0,25.0,1880.0
2020-560,Us Open,Hard,128,G,20200831,178,202468,,,Jessica Pegula,R,170.0,USA,26.5,201465,,,Kirsten Flipkens,R,165.0,BEL,34.6,7-6(1) 6-7(3) 6-3,3,R64,150.0,8.0,3.0,119.0,76.0,52.0,23.0,19.0,3.0,5.0,0.0,1.0,98.0,62.0,40.0,21.0,16.0,0.0,3.0,63.0,983.0,72.0,878.0
2020-560,Us Open,Hard,128,G,20200831,179,201520,6,,Petra Kvitova,L,183.0,CZE,30.4,203462,,,Kateryna Baindl,R,175.0,UKR,26.5,7-6(3) 6-2,3,R64,101.0,5.0,7.0,58.0,37.0,33.0,9.0,10.0,1.0,2.0,5.0,4.0,89.0,51.0,30.0,17.0,11.0,7.0,10.0,12.0,3566.0,99.0,658.0
2020-560,Us Open,Hard,128,G,20200831,180,201619,7,,Madison Keys,R,178.0,USA,25.5,211901,,,Aliona Bolsova,R,172.0,MDA,22.8,6-2 6-1,3,R64,54.0,6.0,0.0,43.0,30.0,24.0,7.0,8.0,1.0,2.0,0.0,3.0,47.0,29.0,13.0,6.0,7.0,6.0,11.0,14.0,2962.0,103.0,645.0
2020-560,Us Open,Hard,128,G,20200831,181,201427,,,Alize Cornet,R,173.0,FRA,30.6,204434,,,Ysaline Bonaventure,L,178.0,BEL,26.0,7-6(4) 6-3,3,R64,106.0,3.0,8.0,81.0,52.0,33.0,11.0,10.0,7.0,11.0,3.0,6.0,86.0,51.0,30.0,12.0,12.0,3.0,9.0,56.0,1060.0,121.0,574.0
2020-560,Us Open,Hard,128,G,20200831,182,202499,18,,Donna Vekic,R,179.0,CRO,24.1,206255,,,Patricia Maria Tig,R,,ROU,26.0,6-2 6-1,3,R64,75.0,4.0,2.0,47.0,31.0,24.0,8.0,8.0,1.0,2.0,0.0,3.0,54.0,34.0,17.0,7.0,7.0,4.0,9.0,24.0,1880.0,88.0,759.0
2020-560,Us Open,Hard,128,G,20200831,183,201450,,,Tsvetana Pironkova,R,180.0,BUL,32.9,202469,10,,Garbine Muguruza,R,182.0,ESP,26.8,7-5 6-3,3,R64,81.0,4.0,0.0,55.0,29.0,27.0,15.0,11.0,3.0,4.0,5.0,2.0,63.0,42.0,27.0,12.0,10.0,8.0,11.0,,,16.0,2711.0
2020-560,Us Open,Hard,128,G,20200831,184,206289,15,,Maria Sakkari,R,172.0,GRE,25.1,211095,,,Bernarda Pera,L,175.0,USA,25.7,2-6 6-3 6-2,3,R64,103.0,7.0,8.0,87.0,51.0,38.0,17.0,10.0,8.0,10.0,5.0,7.0,75.0,54.0,37.0,9.0,10.0,3.0,6.0,22.0,2130.0,61.0,1015.0
2020-560,Us Open,Hard,128,G,20200831,185,216153,22,,Amanda Anisimova,R,180.0,USA,19.0,221512,,,Katrina Scott,R,180.0,USA,16.2,4-6 6-4 6-1,3,R64,116.0,3.0,4.0,95.0,73.0,46.0,13.0,13.0,6.0,8.0,3.0,5.0,92.0,49.0,32.0,22.0,14.0,4.0,9.0,28.0,1775.0,637.0,46.0
2020-560,Us Open,Hard,128,G,20200831,186,201585,26,,Sloane Stephens,R,170.0,USA,27.4,201501,,,Olga Govortsova,R,182.0,BLR,32.0,6-2 6-2,3,R64,66.0,4.0,0.0,59.0,43.0,27.0,10.0,8.0,5.0,6.0,0.0,2.0,44.0,39.0,20.0,0.0,8.0,2.0,7.0,39.0,1453.0,130.0,520.0
